puzzle_id,solved,correct,time_seconds,nodes_explored,backtracks,arc_revisions,steps,error
lgp-test-5x5-26,True,True,0.0020,32,7,146,32,"{""1"": {""drink"": ""tea"", ""vacation"": ""mountain"", ""name"": ""Peter"", ""month"": ""sept"", ""occupation"": ""teacher""}, ""2"": {""vacation"": ""cruise"", ""name"": ""Alice"", ""drink"": ""milk"", ""month"": ""mar"", ""occupation"": ""lawyer""}, ""3"": {""name"": ""Arnold"", ""drink"": ""coffee"", ""month"": ""feb"", ""vacation"": ""beach"", ""occupation"": ""doctor""}, ""4"": {""drink"": ""water"", ""month"": ""april"", ""occupation"": ""artist"", ""name"": ""Eric"", ""vacation"": ""city""}, ""5"": {""name"": ""Bob"", ""drink"": ""root beer"", ""month"": ""jan"", ""occupation"": ""engineer"", ""vacation"": ""camping""}}",
lgp-test-4x5-26,True,False,0.0010,21,0,88,21,"{""1"": {""pet"": ""cat"", ""name"": ""Arnold"", ""height"": ""very short"", ""occupation"": ""engineer"", ""genre"": ""romance""}, ""2"": {""occupation"": ""teacher"", ""name"": ""Eric"", ""height"": ""short"", ""genre"": ""fantasy"", ""pet"": ""fish""}, ""3"": {""name"": ""Alice"", ""height"": ""tall"", ""occupation"": ""artist"", ""pet"": ""dog"", ""genre"": ""science fiction""}, ""4"": {""name"": ""Peter"", ""height"": ""average"", ""occupation"": ""doctor"", ""pet"": ""bird"", ""genre"": ""mystery""}}",
lgp-test-2x6-15,True,True,0.0010,13,0,25,13,"{""1"": {""name"": ""Arnold"", ""occupation"": ""engineer"", ""lunch"": ""grilled cheese"", ""drink"": ""water"", ""hobby"": ""photography"", ""child"": ""Bella""}, ""2"": {""name"": ""Eric"", ""occupation"": ""doctor"", ""lunch"": ""pizza"", ""drink"": ""tea"", ""hobby"": ""gardening"", ""child"": ""Fred""}}",
lgp-test-6x4-27,True,True,0.0020,46,30,166,46,"{""1"": {""model"": ""samsung galaxy s21"", ""name"": ""Bob"", ""month"": ""may"", ""occupation"": ""artist""}, ""2"": {""name"": ""Alice"", ""model"": ""huawei p50"", ""occupation"": ""engineer"", ""month"": ""sept""}, ""3"": {""month"": ""jan"", ""model"": ""google pixel 6"", ""name"": ""Peter"", ""occupation"": ""doctor""}, ""4"": {""name"": ""Arnold"", ""month"": ""mar"", ""occupation"": ""lawyer"", ""model"": ""oneplus 9""}, ""5"": {""month"": ""april"", ""model"": ""xiaomi mi 11"", ""name"": ""Carol"", ""occupation"": ""teacher""}, ""6"": {""name"": ""Eric"", ""model"": ""iphone 13"", ""occupation"": ""nurse"", ""month"": ""feb""}}",
lgp-test-5x2-23,True,False,0.0010,11,0,47,11,"{""1"": {""name"": ""Bob"", ""hobby"": ""knitting""}, ""2"": {""name"": ""Eric"", ""hobby"": ""gardening""}, ""3"": {""name"": ""Peter"", ""hobby"": ""painting""}, ""4"": {""name"": ""Arnold"", ""hobby"": ""photography""}, ""5"": {""name"": ""Alice"", ""hobby"": ""cooking""}}",
lgp-test-2x3-33,True,True,0.0000,7,0,11,7,"{""1"": {""name"": ""Eric"", ""pet"": ""cat"", ""height"": ""short""}, ""2"": {""name"": ""Arnold"", ""pet"": ""dog"", ""height"": ""very short""}}",
lgp-test-5x3-23,True,True,0.0000,16,0,99,16,"{""1"": {""animal"": ""bird"", ""name"": ""Bob"", ""model"": ""samsung galaxy s21""}, ""2"": {""animal"": ""horse"", ""name"": ""Peter"", ""model"": ""huawei p50""}, ""3"": {""name"": ""Arnold"", ""animal"": ""dog"", ""model"": ""iphone 13""}, ""4"": {""animal"": ""fish"", ""name"": ""Alice"", ""model"": ""oneplus 9""}, ""5"": {""animal"": ""cat"", ""model"": ""google pixel 6"", ""name"": ""Eric""}}",
lgp-test-5x4-19,True,True,0.0020,53,42,114,53,"{""1"": {""nationalitie"": ""norwegian"", ""lunch"": ""spaghetti"", ""name"": ""Alice"", ""smoothie"": ""cherry""}, ""2"": {""name"": ""Bob"", ""nationalitie"": ""german"", ""lunch"": ""stew"", ""smoothie"": ""watermelon""}, ""3"": {""lunch"": ""grilled cheese"", ""smoothie"": ""lime"", ""nationalitie"": ""brit"", ""name"": ""Eric""}, ""4"": {""lunch"": ""pizza"", ""nationalitie"": ""swede"", ""smoothie"": ""desert"", ""name"": ""Arnold""}, ""5"": {""name"": ""Peter"", ""lunch"": ""stir fry"", ""smoothie"": ""dragonfruit"", ""nationalitie"": ""dane""}}",
lgp-test-6x6-10,False,False,0.0020,1,1,264,1,,
lgp-test-3x3-33,True,True,0.0010,10,0,26,10,"{""1"": {""name"": ""Arnold"", ""lunch"": ""grilled cheese"", ""genre"": ""rock""}, ""2"": {""name"": ""Peter"", ""genre"": ""classical"", ""lunch"": ""pizza""}, ""3"": {""name"": ""Eric"", ""genre"": ""pop"", ""lunch"": ""spaghetti""}}",
lgp-test-5x4-6,True,True,0.0010,21,0,121,21,"{""1"": {""color"": ""black"", ""name"": ""Alice"", ""nationalitie"": ""dane"", ""genre"": ""classical""}, ""2"": {""name"": ""Arnold"", ""nationalitie"": ""german"", ""color"": ""gray"", ""genre"": ""jazz""}, ""3"": {""color"": ""blonde"", ""genre"": ""pop"", ""nationalitie"": ""norwegian"", ""name"": ""Bob""}, ""4"": {""name"": ""Peter"", ""nationalitie"": ""brit"", ""color"": ""brown"", ""genre"": ""hip hop""}, ""5"": {""nationalitie"": ""swede"", ""color"": ""red"", ""name"": ""Eric"", ""genre"": ""rock""}}",
lgp-test-3x2-14,True,True,0.0000,7,0,23,7,"{""1"": {""name"": ""Peter"", ""child"": ""Meredith""}, ""2"": {""name"": ""Eric"", ""child"": ""Bella""}, ""3"": {""name"": ""Arnold"", ""child"": ""Fred""}}",
lgp-test-3x6-3,True,False,0.0010,19,0,52,19,"{""1"": {""hobby"": ""photography"", ""name"": ""Arnold"", ""lunch"": ""spaghetti"", ""month"": ""sept"", ""are"": ""Holly"", ""genre"": ""science fiction""}, ""2"": {""lunch"": ""grilled cheese"", ""are"": ""Aniya"", ""month"": ""jan"", ""hobby"": ""cooking"", ""name"": ""Eric"", ""genre"": ""romance""}, ""3"": {""lunch"": ""pizza"", ""month"": ""april"", ""hobby"": ""gardening"", ""name"": ""Peter"", ""are"": ""Janelle"", ""genre"": ""mystery""}}",
lgp-test-3x6-19,True,True,0.0010,19,0,64,19,"{""1"": {""name"": ""Peter"", ""cigar"": ""blue master"", ""animal"": ""bird"", ""child"": ""Fred"", ""genre"": ""mystery"", ""model"": ""google pixel 6""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""pall mall"", ""animal"": ""horse"", ""child"": ""Meredith"", ""genre"": ""romance"", ""model"": ""iphone 13""}, ""3"": {""name"": ""Eric"", ""cigar"": ""prince"", ""animal"": ""cat"", ""child"": ""Bella"", ""genre"": ""science fiction"", ""model"": ""samsung galaxy s21""}}",
lgp-test-2x6-6,True,False,0.0000,13,0,16,13,"{""1"": {""color"": ""red"", ""vacation"": ""beach"", ""child"": ""Bella"", ""education"": ""high school"", ""name"": ""Arnold"", ""model"": ""ford f150""}, ""2"": {""color"": ""yellow"", ""vacation"": ""mountain"", ""child"": ""Fred"", ""education"": ""associate"", ""name"": ""Eric"", ""model"": ""tesla model 3""}}",
lgp-test-3x6-13,True,True,0.0000,19,0,58,19,"{""1"": {""sport"": ""basketball"", ""occupation"": ""engineer"", ""genre"": ""classical"", ""name"": ""Eric"", ""are"": ""Holly"", ""nationalitie"": ""brit""}, ""2"": {""sport"": ""tennis"", ""genre"": ""pop"", ""name"": ""Peter"", ""nationalitie"": ""dane"", ""occupation"": ""teacher"", ""are"": ""Aniya""}, ""3"": {""name"": ""Arnold"", ""sport"": ""soccer"", ""genre"": ""rock"", ""occupation"": ""doctor"", ""nationalitie"": ""swede"", ""are"": ""Janelle""}}",
lgp-test-6x3-14,False,False,0.0010,9,10,127,9,,
lgp-test-5x3-10,True,True,0.0010,16,0,95,16,"{""1"": {""occupation"": ""doctor"", ""name"": ""Peter"", ""vacation"": ""cruise""}, ""2"": {""name"": ""Alice"", ""occupation"": ""artist"", ""vacation"": ""mountain""}, ""3"": {""occupation"": ""teacher"", ""name"": ""Eric"", ""vacation"": ""city""}, ""4"": {""name"": ""Bob"", ""occupation"": ""lawyer"", ""vacation"": ""camping""}, ""5"": {""name"": ""Arnold"", ""occupation"": ""engineer"", ""vacation"": ""beach""}}",
lgp-test-4x3-24,True,True,0.0010,13,0,68,13,"{""1"": {""name"": ""Peter"", ""drink"": ""coffee"", ""lunch"": ""grilled cheese""}, ""2"": {""name"": ""Alice"", ""drink"": ""tea"", ""lunch"": ""spaghetti""}, ""3"": {""name"": ""Arnold"", ""drink"": ""water"", ""lunch"": ""pizza""}, ""4"": {""name"": ""Eric"", ""drink"": ""milk"", ""lunch"": ""stew""}}",
lgp-test-6x5-34,True,False,0.0020,25,0,141,25,"{""1"": {""cigar"": ""yellow monster"", ""model"": ""honda civic"", ""nationalitie"": ""dane"", ""name"": ""Peter""}, ""2"": {""cigar"": ""prince"", ""model"": ""chevrolet silverado"", ""nationalitie"": ""swede"", ""name"": ""Alice""}, ""3"": {""cigar"": ""blends"", ""nationalitie"": ""german"", ""model"": ""bmw 3 series"", ""name"": ""Eric""}, ""4"": {""model"": ""tesla model 3"", ""cigar"": ""dunhill"", ""nationalitie"": ""brit"", ""name"": ""Bob""}, ""5"": {""cigar"": ""blue master"", ""model"": ""ford f150"", ""nationalitie"": ""chinese"", ""name"": ""Arnold""}, ""6"": {""cigar"": ""pall mall"", ""model"": ""toyota camry"", ""nationalitie"": ""norwegian"", ""name"": ""Carol""}}",
lgp-test-6x5-27,True,False,0.0060,135,159,202,135,"{""1"": {""name"": ""Peter"", ""model"": ""tesla model 3"", ""occupation"": ""doctor"", ""month"": ""feb"", ""education"": ""associate""}, ""2"": {""name"": ""Arnold"", ""model"": ""toyota camry"", ""month"": ""jan"", ""occupation"": ""nurse"", ""education"": ""trade school""}, ""3"": {""model"": ""chevrolet silverado"", ""month"": ""sept"", ""name"": ""Eric"", ""education"": ""master"", ""occupation"": ""teacher""}, ""4"": {""model"": ""honda civic"", ""month"": ""april"", ""name"": ""Alice"", ""occupation"": ""engineer"", ""education"": ""bachelor""}, ""5"": {""model"": ""ford f150"", ""month"": ""mar"", ""name"": ""Bob"", ""education"": ""high school"", ""occupation"": ""artist""}, ""6"": {""model"": ""bmw 3 series"", ""month"": ""may"", ""name"": ""Carol"", ""education"": ""doctorate"", ""occupation"": ""lawyer""}}",
lgp-test-2x4-23,True,True,0.0000,9,0,13,9,"{""1"": {""name"": ""Arnold"", ""are"": ""Aniya"", ""model"": ""ford f150"", ""height"": ""short""}, ""2"": {""name"": ""Eric"", ""are"": ""Holly"", ""model"": ""tesla model 3"", ""height"": ""very short""}}",
lgp-test-6x4-7,True,True,0.0010,25,0,179,25,"{""1"": {""name"": ""Carol"", ""education"": ""bachelor"", ""animal"": ""horse"", ""sport"": ""volleyball""}, ""2"": {""name"": ""Alice"", ""education"": ""associate"", ""animal"": ""fish"", ""sport"": ""tennis""}, ""3"": {""education"": ""high school"", ""name"": ""Bob"", ""sport"": ""soccer"", ""animal"": ""bird""}, ""4"": {""name"": ""Arnold"", ""education"": ""trade school"", ""animal"": ""cat"", ""sport"": ""swimming""}, ""5"": {""education"": ""doctorate"", ""name"": ""Eric"", ""animal"": ""rabbit"", ""sport"": ""baseball""}, ""6"": {""education"": ""master"", ""name"": ""Peter"", ""sport"": ""basketball"", ""animal"": ""dog""}}",
lgp-test-6x6-18,True,True,0.0040,40,5,245,40,"{""1"": {""nationalitie"": ""brit"", ""model"": ""honda civic"", ""genre"": ""fantasy"", ""name"": ""Peter"", ""pet"": ""fish"", ""vacation"": ""mountain""}, ""2"": {""pet"": ""cat"", ""name"": ""Eric"", ""vacation"": ""cultural"", ""genre"": ""mystery"", ""nationalitie"": ""german"", ""model"": ""bmw 3 series""}, ""3"": {""model"": ""toyota camry"", ""pet"": ""bird"", ""name"": ""Arnold"", ""vacation"": ""cruise"", ""genre"": ""science fiction"", ""nationalitie"": ""norwegian""}, ""4"": {""name"": ""Bob"", ""nationalitie"": ""dane"", ""pet"": ""hamster"", ""model"": ""tesla model 3"", ""vacation"": ""city"", ""genre"": ""historical fiction""}, ""5"": {""pet"": ""dog"", ""nationalitie"": ""swede"", ""name"": ""Alice"", ""vacation"": ""camping"", ""genre"": ""romance"", ""model"": ""chevrolet silverado""}, ""6"": {""nationalitie"": ""chinese"", ""name"": ""Carol"", ""vacation"": ""beach"", ""pet"": ""rabbit"", ""genre"": ""biography"", ""model"": ""ford f150""}}",
lgp-test-6x3-35,True,True,0.0010,21,3,134,21,"{""1"": {""name"": ""Peter"", ""education"": ""bachelor"", ""model"": ""xiaomi mi 11""}, ""2"": {""name"": ""Arnold"", ""education"": ""high school"", ""model"": ""oneplus 9""}, ""3"": {""education"": ""master"", ""model"": ""huawei p50"", ""name"": ""Carol""}, ""4"": {""name"": ""Bob"", ""model"": ""iphone 13"", ""education"": ""trade school""}, ""5"": {""name"": ""Alice"", ""model"": ""google pixel 6"", ""education"": ""doctorate""}, ""6"": {""name"": ""Eric"", ""model"": ""samsung galaxy s21"", ""education"": ""associate""}}",
lgp-test-2x4-1,True,True,0.0010,9,0,16,9,"{""1"": {""name"": ""Arnold"", ""house"": ""colonial"", ""month"": ""april"", ""genre"": ""pop""}, ""2"": {""name"": ""Eric"", ""house"": ""victorian"", ""month"": ""sept"", ""genre"": ""rock""}}",
lgp-test-3x4-16,True,True,0.0010,13,0,40,13,"{""1"": {""name"": ""Eric"", ""vacation"": ""mountain"", ""sport"": ""basketball"", ""month"": ""april""}, ""2"": {""name"": ""Arnold"", ""vacation"": ""city"", ""sport"": ""tennis"", ""month"": ""jan""}, ""3"": {""name"": ""Peter"", ""sport"": ""soccer"", ""vacation"": ""beach"", ""month"": ""sept""}}",
lgp-test-5x6-31,True,True,0.0020,39,10,174,39,"{""1"": {""name"": ""Bob"", ""genre"": ""romance"", ""color"": ""green"", ""month"": ""jan"", ""smoothie"": ""cherry"", ""height"": ""average""}, ""2"": {""smoothie"": ""lime"", ""height"": ""very tall"", ""name"": ""Arnold"", ""color"": ""red"", ""month"": ""mar"", ""genre"": ""science fiction""}, ""3"": {""name"": ""Eric"", ""height"": ""very short"", ""genre"": ""biography"", ""month"": ""april"", ""color"": ""blue"", ""smoothie"": ""watermelon""}, ""4"": {""name"": ""Peter"", ""genre"": ""fantasy"", ""color"": ""white"", ""month"": ""feb"", ""smoothie"": ""desert"", ""height"": ""tall""}, ""5"": {""name"": ""Alice"", ""smoothie"": ""dragonfruit"", ""genre"": ""mystery"", ""month"": ""sept"", ""color"": ""yellow"", ""height"": ""short""}}",
lgp-test-3x2-33,True,True,0.0010,7,0,21,7,"{""1"": {""name"": ""Peter"", ""drink"": ""milk""}, ""2"": {""name"": ""Eric"", ""drink"": ""tea""}, ""3"": {""name"": ""Arnold"", ""drink"": ""water""}}",
lgp-test-5x3-37,True,False,0.0010,16,1,75,16,"{""1"": {""name"": ""Peter"", ""month"": ""mar"", ""flower"": ""carnations""}, ""2"": {""flower"": ""tulips"", ""month"": ""sept"", ""name"": ""Alice""}, ""3"": {""month"": ""jan"", ""name"": ""Arnold"", ""flower"": ""daffodils""}, ""4"": {""month"": ""april"", ""name"": ""Bob"", ""flower"": ""roses""}, ""5"": {""month"": ""feb"", ""flower"": ""lilies"", ""name"": ""Eric""}}",
lgp-test-2x3-6,True,True,0.0000,7,0,10,7,"{""1"": {""name"": ""Arnold"", ""vacation"": ""mountain"", ""house"": ""colonial""}, ""2"": {""name"": ""Eric"", ""vacation"": ""beach"", ""house"": ""victorian""}}",
lgp-test-2x3-31,True,True,0.0010,7,0,9,7,"{""1"": {""name"": ""Arnold"", ""sport"": ""basketball"", ""hobby"": ""gardening""}, ""2"": {""name"": ""Eric"", ""sport"": ""soccer"", ""hobby"": ""photography""}}",
lgp-test-5x5-1,False,False,0.0020,22,22,162,22,,
lgp-test-2x6-36,True,True,0.0000,13,0,20,13,"{""1"": {""name"": ""Arnold"", ""vacation"": ""beach"", ""animal"": ""cat"", ""drink"": ""tea"", ""model"": ""samsung galaxy s21"", ""flower"": ""carnations""}, ""2"": {""name"": ""Eric"", ""vacation"": ""mountain"", ""animal"": ""horse"", ""drink"": ""water"", ""model"": ""iphone 13"", ""flower"": ""daffodils""}}",
lgp-test-4x6-31,True,False,0.0020,28,5,97,28,"{""1"": {""color"": ""red"", ""education"": ""associate"", ""cigar"": ""pall mall"", ""name"": ""Peter"", ""hobby"": ""painting"", ""flower"": ""carnations""}, ""2"": {""flower"": ""lilies"", ""color"": ""white"", ""education"": ""bachelor"", ""cigar"": ""prince"", ""name"": ""Arnold"", ""hobby"": ""cooking""}, ""3"": {""color"": ""green"", ""education"": ""high school"", ""cigar"": ""dunhill"", ""name"": ""Alice"", ""hobby"": ""photography"", ""flower"": ""roses""}, ""4"": {""color"": ""yellow"", ""education"": ""master"", ""hobby"": ""gardening"", ""cigar"": ""blue master"", ""name"": ""Eric"", ""flower"": ""daffodils""}}",
lgp-test-3x6-10,True,True,0.0010,19,0,60,19,"{""1"": {""name"": ""Eric"", ""pet"": ""fish"", ""house"": ""victorian"", ""cigar"": ""blue master"", ""genre"": ""romance"", ""hobby"": ""photography""}, ""2"": {""name"": ""Arnold"", ""pet"": ""dog"", ""house"": ""ranch"", ""cigar"": ""pall mall"", ""genre"": ""mystery"", ""hobby"": ""cooking""}, ""3"": {""name"": ""Peter"", ""pet"": ""cat"", ""house"": ""colonial"", ""cigar"": ""prince"", ""genre"": ""science fiction"", ""hobby"": ""gardening""}}",
lgp-test-6x4-2,True,False,0.0020,25,1,168,25,"{""1"": {""name"": ""Eric"", ""model"": ""huawei p50"", ""child"": ""Timothy"", ""height"": ""tall""}, ""2"": {""model"": ""samsung galaxy s21"", ""name"": ""Bob"", ""child"": ""Samantha"", ""height"": ""very short""}, ""3"": {""height"": ""super tall"", ""model"": ""oneplus 9"", ""name"": ""Carol"", ""child"": ""Meredith""}, ""4"": {""height"": ""short"", ""model"": ""xiaomi mi 11"", ""child"": ""Alice"", ""name"": ""Arnold""}, ""5"": {""child"": ""Fred"", ""model"": ""google pixel 6"", ""name"": ""Alice"", ""height"": ""average""}, ""6"": {""model"": ""iphone 13"", ""child"": ""Bella"", ""name"": ""Peter"", ""height"": ""very tall""}}",
lgp-test-6x4-26,True,True,0.0020,26,2,175,26,"{""1"": {""name"": ""Bob"", ""pet"": ""cat"", ""house"": ""mediterranean"", ""month"": ""feb""}, ""2"": {""name"": ""Peter"", ""pet"": ""rabbit"", ""house"": ""colonial"", ""month"": ""may""}, ""3"": {""name"": ""Carol"", ""house"": ""victorian"", ""pet"": ""bird"", ""month"": ""mar""}, ""4"": {""name"": ""Arnold"", ""pet"": ""dog"", ""house"": ""craftsman"", ""month"": ""jan""}, ""5"": {""house"": ""modern"", ""pet"": ""fish"", ""name"": ""Alice"", ""month"": ""april""}, ""6"": {""name"": ""Eric"", ""pet"": ""hamster"", ""house"": ""ranch"", ""month"": ""sept""}}",
lgp-test-5x2-33,True,True,0.0010,11,0,56,11,"{""1"": {""name"": ""Arnold"", ""cigar"": ""prince""}, ""2"": {""name"": ""Alice"", ""cigar"": ""pall mall""}, ""3"": {""name"": ""Bob"", ""cigar"": ""blends""}, ""4"": {""name"": ""Eric"", ""cigar"": ""dunhill""}, ""5"": {""name"": ""Peter"", ""cigar"": ""blue master""}}",
lgp-test-5x3-3,True,True,0.0010,19,5,73,19,"{""1"": {""name"": ""Eric"", ""animal"": ""dog"", ""month"": ""mar""}, ""2"": {""name"": ""Alice"", ""month"": ""april"", ""animal"": ""fish""}, ""3"": {""name"": ""Bob"", ""month"": ""feb"", ""animal"": ""horse""}, ""4"": {""name"": ""Arnold"", ""month"": ""jan"", ""animal"": ""cat""}, ""5"": {""animal"": ""bird"", ""name"": ""Peter"", ""month"": ""sept""}}",
lgp-test-6x3-9,True,True,0.0010,20,3,134,20,"{""1"": {""animal"": ""bird"", ""name"": ""Bob"", ""color"": ""brown""}, ""2"": {""name"": ""Peter"", ""animal"": ""cat"", ""color"": ""red""}, ""3"": {""animal"": ""dog"", ""color"": ""black"", ""name"": ""Carol""}, ""4"": {""name"": ""Arnold"", ""animal"": ""rabbit"", ""color"": ""blonde""}, ""5"": {""name"": ""Eric"", ""animal"": ""fish"", ""color"": ""auburn""}, ""6"": {""animal"": ""horse"", ""color"": ""gray"", ""name"": ""Alice""}}",
lgp-test-3x4-20,True,True,0.0010,13,0,35,13,"{""1"": {""name"": ""Peter"", ""cigar"": ""prince"", ""pet"": ""fish"", ""are"": ""Holly""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""pall mall"", ""pet"": ""dog"", ""are"": ""Aniya""}, ""3"": {""name"": ""Eric"", ""cigar"": ""blue master"", ""pet"": ""cat"", ""are"": ""Janelle""}}",
lgp-test-4x6-5,True,True,0.0020,48,30,106,48,"{""1"": {""nationalitie"": ""dane"", ""occupation"": ""artist"", ""name"": ""Arnold"", ""color"": ""red"", ""animal"": ""cat"", ""sport"": ""basketball""}, ""2"": {""occupation"": ""teacher"", ""sport"": ""swimming"", ""name"": ""Peter"", ""nationalitie"": ""swede"", ""color"": ""yellow"", ""animal"": ""bird""}, ""3"": {""occupation"": ""doctor"", ""animal"": ""horse"", ""name"": ""Eric"", ""color"": ""white"", ""nationalitie"": ""norwegian"", ""sport"": ""soccer""}, ""4"": {""occupation"": ""engineer"", ""sport"": ""tennis"", ""color"": ""green"", ""name"": ""Alice"", ""animal"": ""fish"", ""nationalitie"": ""brit""}}",
lgp-test-2x4-0,True,True,0.0010,9,0,12,9,"{""1"": {""name"": ""Arnold"", ""color"": ""brown"", ""lunch"": ""pizza"", ""cigar"": ""pall mall""}, ""2"": {""name"": ""Eric"", ""color"": ""black"", ""lunch"": ""grilled cheese"", ""cigar"": ""prince""}}",
lgp-test-3x6-27,True,True,0.0010,28,12,56,28,"{""1"": {""flower"": ""lilies"", ""genre"": ""science fiction"", ""child"": ""Fred"", ""color"": ""brown"", ""name"": ""Eric"", ""education"": ""bachelor""}, ""2"": {""name"": ""Peter"", ""education"": ""high school"", ""flower"": ""carnations"", ""genre"": ""romance"", ""child"": ""Meredith"", ""color"": ""blonde""}, ""3"": {""genre"": ""mystery"", ""flower"": ""daffodils"", ""name"": ""Arnold"", ""child"": ""Bella"", ""color"": ""black"", ""education"": ""associate""}}",
lgp-test-2x5-7,True,True,0.0000,11,0,20,11,"{""1"": {""name"": ""Eric"", ""occupation"": ""doctor"", ""model"": ""iphone 13"", ""nationalitie"": ""dane"", ""hobby"": ""photography""}, ""2"": {""name"": ""Arnold"", ""occupation"": ""engineer"", ""model"": ""samsung galaxy s21"", ""nationalitie"": ""brit"", ""hobby"": ""gardening""}}",
